subcategory_id,category_id,en,bg,hr,cs,da,nl,et,fi,fr,de,el,hu,ga,it,lv,lt,mt,pl,pt,ro,sk,sl,es,sv,tr,ru,uk,nb,no,icon,sort_order_subcategory,__match_score
SUB_000250,CAT_00524,Lift Installation,Монтаж на асансьори,Montaža dizala,Instalace výtahu,Installation af lift,Liftinstallatie,Lifti paigaldamine,Hissin asennus,Installation d'ascenseur,Aufzugsinstallation,Εγκατάσταση ανελκυστήρα,Lift beszerelés,Suiteáil ardaitheoir,Installazione dell'ascensore,Lifta uzstādīšana,Lifto montavimas,Installazzjoni tal-lift,Montaż windy,Instalação de elevador,Instalarea liftului,Inštalácia výťahu,Montaža dvigala,Instalación de ascensores,Hissinstallation,Asansör Montajı,Установка лифта,Монтаж ліфта,Heisinstallasjon,Heisinstallasjon,,,0.6428571428571429
SUB_000251,CAT_00635,Maintenance & Inspection,Поддръжка и инспекция,Održavanje i pregled,Údržba a kontrola,Vedligeholdelse & Eftersyn,Onderhoud en inspectie,Hooldus ja ülevaatus,Huolto ja tarkastus,Entretien et inspection,Wartung & Inspektion,Συντήρηση & Επιθεώρηση,Karbantartás és ellenőrzés,Cothabháil & Cigireacht,Manutenzione e ispezione,Apkope un pārbaude,Priežiūra ir patikra,Manutenzjoni u Spezzjoni,Konserwacja i przeglądy,Manutenção e Inspeção,Întreținere și inspecție,Údržba a kontrola,Vzdrževanje in pregled,Mantenimiento e inspección,Underhåll & inspektion,Bakım ve Muayene,Техническое обслуживание и осмотр,Технічне обслуговування та перевірка,Vedlikehold og inspeksjon,Vedlikehold og inspeksjon,,,0.7692307692307693
SUB_000252,CAT_00242,Modernisation & Upgrades,Модернизация и надстройки,Modernizacija i nadogradnje,Modernizace a upgrady,Modernisering og opgraderinger,Modernisering en upgrades,Moderniseerimine ja täiendused,Modernisointi ja päivitykset,Modernisation et mises à niveau,Modernisierung & Upgrades,Εκσυγχρονισμός & Αναβαθμίσεις,Modernizálás és frissítések,Nuachóiriú & Uasghráduithe,Modernizzazione e aggiornamenti,Modernizācija un jauninājumi,Modernizavimas ir atnaujinimas,Modernizzazzjoni u Titjib,Modernizacja i ulepszenia,Modernização e atualizações,Modernizare și îmbunătățiri,Modernizácia a upgrady,Posodobitve in nadgradnje,Modernización y actualizaciones,Modernisering och uppgraderingar,Modernizasyon ve Yükseltmeler,Модернизация и обновление,Модернізація та оновлення,Modernisering og oppgraderinger,Modernisering og oppgraderinger,,,0.5531914893617021
SUB_000253,CAT_00448,Power Plant Construction,Строителство на електроцентрали,Izgradnja elektrane,Výstavba elektrárny,Opførelse af kraftværk,Bouw van elektriciteitscentrales,Elektrijaamade ehitus,Voimalaitosten rakentaminen,Construction de centrales électriques,Kraftwerksbau,Κατασκευή Ηλεκτροπαραγωγικού Σταθμού,Erőműépítés,Tógáil Gléasra Cumhachta,Costruzione di centrali elettriche,Elektrostaciju būvniecība,Elektrinių statyba,Kostruzzjoni tal-Impjant tal-Enerġija,Budowa elektrowni,Construção de usinas de energia,Construcția centralei electrice,Výstavba elektrárne,Gradnja elektrarn,Construcción de centrales eléctricas,Byggande av kraftverk,Enerji Santrali İnşaatı,Строительство электростанций,Будівництво електростанції,Kraftverksbygging,Kraftverksbygging,,,0.7391304347826086
SUB_000254,CAT_00557,Solar Park Construction,Изграждане на соларен парк,Izgradnja solarnog parka,Výstavba solárního parku,Opførelse af solarpark,Bouw van zonnepark,Päikesepargi ehitus,Aurinkopuiston rakentaminen,Construction d'un parc solaire,Bau von Solarparks,Κατασκευή ηλιακού πάρκου,Solar Park építése,Tógáil Páirc na Gréine,Costruzione di parchi solari,Saules parka būvniecība,Saulės parko statyba,Kostruzzjoni tal-Park Solari,Budowa parku słonecznego,Construção de Parque Solar,Construcția parcului solar,Výstavba solárneho parku,Gradnja solarnega parka,Construcción de parques solares,Byggande av solparker,Güneş Parkı İnşaatı,Строительство солнечного парка,Будівництво сонячного парку,Bygging av solenergipark,Bygging av solenergipark,,,0.6842105263157895
SUB_000255,CAT_00228,Wind Turbine Foundations,Основи на вятърни турбини,Temelji vjetroturbina,Základy větrných turbín,Vindmøllefundamenter,Windturbinefunderingen,Tuuleturbiinide alused,Tuulivoimaloiden perustukset,Fondations d'éoliennes,Fundamente für Windkraftanlagen,Θεμέλια Ανεμογεννητριών,Szélturbina alapok,Fondúireachtaí Tuirbín Gaoithe,Fondazioni di turbine eoliche,Vēja turbīnu pamati,Vėjo turbinų pamatai,Fondazzjonijiet Turbini tar-Riħ,Fundamenty turbin wiatrowych,Fundações de turbinas eólicas,Fundații pentru turbine eoliene,Základy veterných turbín,Temelji vetrnih turbin,Cimientos de turbinas eólicas,Fundament för vindkraftverk,Rüzgar Türbini Temelleri,Фундаменты ветряных турбин,Фундамент вітрових турбін,Vindturbinfundamenter,Vindturbinfundamenter,,,0.55
SUB_000256,CAT_00154,Asbestos Removal,Отстраняване на азбест,Uklanjanje azbesta,Odstraňování azbestu,Asbestfjernelse,Asbestverwijdering,Asbesti eemaldamine,Asbestin poisto,Désamiantage,Asbestentfernung,Αφαίρεση αμιάντου,Azbeszt eltávolítása,Aispeist a Bhaint,Rimozione dell'amianto,Azbesta noņemšana,Asbesto šalinimas,Tneħħija tal-Asbestos,Usuwanie azbestu,Remoção de amianto,Îndepărtarea azbestului,Odstraňovanie azbestu,Odstranjevanje azbesta,Eliminación de amianto,Asbestborttagning,Asbest Kaldırma,Удаление асбеста,Видалення азбесту,Asbestfjerning,Asbestfjerning,,,0.5882352941176471
SUB_000257,CAT_00327,Groundwater Treatment,Пречистване на подпочвените води,Pročišćavanje podzemnih voda,Úprava podzemních vod,Grundvandsbehandling,Grondwaterbehandeling,Põhjavee puhastamine,Pohjaveden käsittely,Traitement des eaux souterraines,Grundwasseraufbereitung,Επεξεργασία υπόγειων υδάτων,Talajvízkezelés,Cóireáil Screamhuisce,Trattamento delle acque sotterranee,Gruntsūdeņu attīrīšana,Požeminio vandens valymas,Trattament tal-Ilma ta' Taħt l-Art,Oczyszczanie wód gruntowych,Tratamento de águas subterrâneas,Tratarea apelor subterane,Úprava podzemných vôd,Čiščenje podtalnice,Tratamiento de aguas subterráneas,Grundvattenrening,Yeraltı Suyu Arıtımı,Очистка подземных вод,Очищення підземних вод,Grunnvannsbehandling,Grunnvannsbehandling,,,0.5882352941176471
SUB_000258,CAT_00542,Soil Decontamination,Обеззаразяване на почвата,Dekontaminacija tla,Dekontaminace půdy,Dekontaminering af jord,Bodemsanering,Pinnase puhastamine,Maaperän puhdistaminen,Décontamination des sols,Bodensanierung,Απολύμανση εδάφους,Talaj fertőtlenítés,Dí-éilliú Ithir,Decontaminazione del suolo,Augsnes dekontaminācija,Dirvožemio nukenksminimas,Dekontaminazzjoni tal-ħamrija,Dekontaminacja gleby,Descontaminação do solo,Decontaminarea solului,Dekontaminácia pôdy,Dekontaminacija tal,Descontaminación del suelo,Jordsanering,Toprak Dekontaminasyonu,Обеззараживание почвы,Знезараження ґрунту,Dekontaminering av jord,Dekontaminering av jord,,,0.6
SUB_000259,CAT_00041,Crane Rental,Кран под наем,Iznajmljivanje dizalice,Půjčovna jeřábů,Udlejning af kran,Kraanverhuur,Kraana rent,Nosturin vuokraus,Location de grues,Kranvermietung,Ενοικίαση γερανού,Daru bérlés,Cíos Craein,Noleggio gru,Celtņu noma,Kranų nuoma,Kiri tal-Krejn,Wynajem dźwigów,Aluguel de guindastes,Închiriere macarale,Požičovňa žeriavov,Najem žerjava,Alquiler de grúas,Uthyrning av kranar,Vinç Kiralama,Аренда крана,Оренда крана,Utleie av kran,Utleie av kran,,,0.6451612903225806
SUB_000260,CAT_00644,Heavy Machinery Hire,Наемане на тежки машини,Najam teških strojeva,Pronájem těžkých strojů,Udlejning af tunge maskiner,Verhuur van zwaar materieel,Rasketehnika rent,Raskaiden koneiden vuokraus,Location de machinerie lourde,Vermietung schwerer Maschinen,Ενοικίαση Βαρέων Μηχανημάτων,Nehézgép bérlés,Fruiliú Innealra Trom,Noleggio macchinari pesanti,Smagās tehnikas noma,Sunkiosios technikos nuoma,Kiri ta' Makkinarju Tqil,Wynajem ciężkiego sprzętu,Aluguel de máquinas pesadas,Închiriere de mașini grele,Prenájom ťažkých strojov,Najem težkih strojev,Alquiler de maquinaria pesada,Uthyrning av tunga maskiner,Ağır Makine Kiralama,Аренда тяжелой техники,Оренда важкої техніки,Utleie av tunge maskiner,Utleie av tunge maskiner,,,0.5405405405405406
SUB_000261,CAT_00396,Scaffold Rental,Наем на скеле,Iznajmljivanje skela,Pronájem lešení,Stilladsudlejning,Steigerverhuur,Tellingute rent,Rakennustelineiden vuokraus,Location d'échafaudages,Gerüstverleih,Ενοικίαση σκαλωσιάς,Állványbérlés,Cíos Scafall,Noleggio ponteggi,Sastatņu noma,Pastolių nuoma,Kiri ta' Scaffold,Wynajem rusztowań,Aluguel de andaimes,Închiriere de schele,Prenájom lešenia,Najem odra,Alquiler de andamios,Ställningsuthyrning,İskele Kiralama,Аренда лесов,Оренда риштувань,Utleie av stillas,Utleie av stillas,,,0.6153846153846154
SUB_000262,CAT_00432,Electrical Testing (EâCheck),Електрически тестове (EâCheck),Električno ispitivanje (EâCheck),Elektrické testování (EâCheck),Elektrisk test (EâCheck),Elektrische keuring (E-Check),Elektriline testimine (EâCheck),Sähkötestaus (EâCheck),Tests électriques (E-Check),Elektrische Prüfung (E-Check),Ηλεκτρικός έλεγχος (EâCheck),Elektromos tesztelés (EâCheck),Tástáil Leictreach (Seiceáil Eâ),Test elettrici (E-Check),Elektriskā pārbaude (EâCheck),Elektrinis patikrinimas (EâCheck),Ittestjar Elettriku (EâIċċekkja),Testowanie elektryczne (EâCheck),Teste elétrico (E-Check),Testare electrică (EâVerificare),Elektrické testovanie (EâCheck),Električno testiranje (EâCheck),Pruebas eléctricas (E-Check),Elektrisk testning (EâCheck),Elektriksel Test (E-Check),Электрические испытания (E-Check),Електричні випробування (EâCheck),Elektrisk testing (EâCheck),Elektrisk testing (EâCheck),,,0.5333333333333333
SUB_000263,CAT_00410,HVAC Maintenance,ОВК поддръжка,HVAC održavanje,Údržba HVAC,HVAC vedligeholdelse,HVAC-onderhoud,HVAC hooldus,LVI-huolto,Entretien CVC,HVAC-Wartung,Συντήρηση HVAC,HVAC karbantartás,Cothabháil HVAC,Manutenzione HVAC,HVAC apkope,ŠVOK priežiūra,Manutenzjoni tal-HVAC,Konserwacja systemów HVAC,Manutenção de HVAC,Întreținere HVAC,Údržba HVAC,Vzdrževanje HVAC,Mantenimiento de HVAC,VVS-underhåll,HVAC Bakımı,"Техническое обслуживание систем отопления, вентиляции и кондиционирования воздуха",Технічне обслуговування систем ОВК,VVS-vedlikehold,VVS-vedlikehold,,,0.8148148148148148
SUB_000264,CAT_00636,Technical Facility Management (TGA),Техническо управление на съоръженията (TGA),Tehničko upravljanje objektima (TGA),Technický Facility Management (TGA),Teknisk Facility Management (TGA),Technisch Facilitair Management (TGA),Tehniliste rajatiste haldus (TGA),Technical Facility Management (TGA),Gestion des installations techniques (TGA),Technisches Facility Management (TGA),Διαχείριση Τεχνικών Εγκαταστάσεων (TGA),Technical Facility Management (TGA),Bainistíocht Saoráidí Teicniúla (TGA),Gestione tecnica delle strutture (TGA),Tehniskās telpas pārvaldība (TGA),Techninių patalpų valdymas (TGA),Ġestjoni tal-Faċilità Teknika (TGA),Zarządzanie Obiektami Technicznymi (TGA),Gestão Técnica de Instalações (TGA),Managementul facilitatilor tehnice (TGA),Technický Facility Management (TGA),Tehnično upravljanje objektov (TGA),Gestión de Instalaciones Técnicas (TGA),Technical Facility Management (TGA),Teknik Tesis Yönetimi (TGA),Управление техническим оборудованием (TGA),Технічне управління об'єктами (TGA),Technical Facility Management (TGA),Technical Facility Management (TGA),,,0.5818181818181818
SUB_000265,CAT_00406,Drywall & Interior Finishing,Гипсокартон и вътрешни довършителни работи,Suhozid i završna obrada interijera,Sádrokarton a povrchové úpravy interiérů,Gipsvæg & Indvendig finish,Gipsplaat & Interieurafwerking,Kipsplaat ja siseviimistlus,Kipsilevy & sisätilojen viimeistely,Cloisons sèches et finition intérieure,Trockenbau & Innenausbau,Γυψοσανίδα & Εσωτερικό Φινίρισμα,Gipszkarton és belső kikészítés,Drywall & Críochnú Taobh istigh,Cartongesso e finiture d'interni,Drywall & iekšējā apdare,Gipso kartonas ir vidaus apdaila,Drywall & Finishing Intern,Płyty gipsowo-kartonowe i wykończenie wnętrz,Drywall e acabamento de interiores,Gips-carton și finisaje interioare,Sadrokartónové dosky a povrchová úprava interiérov,Suhomontažne in notranje obdelave,Paneles de yeso y acabados interiores,Gips & inredning,Alçıpan ve İç Cephe Kaplama,Гипсокартон и внутренняя отделка,Гіпсокартон і внутрішня обробка,Gips og interiør etterbehandling,Gips og interiør etterbehandling,,,0.5116279069767442
SUB_000266,CAT_00447,Flooring Installation,Монтаж на подови настилки,Postavljanje podova,Instalace podlah,Gulvmontering,Vloerinstallatie,Põrandakatete paigaldus,Lattian asennus,Pose de revêtements de sol,Bodenverlegung,Τοποθέτηση δαπέδου,Padló szerelés,Suiteáil Flooring,Installazione di pavimenti,Grīdas segumu uzstādīšana,Grindų montavimas,Installazzjoni ta 'l-art,Montaż podłóg,Instalação de pisos,Instalare pardoseli,Inštalácia podláh,Polaganje talnih oblog,Instalación de pisos,Golvläggning,Zemin Döşeme,Установка напольных покрытий,Монтаж підлоги,Gulvlegging,Gulvlegging,,,0.5714285714285714
SUB_000267,CAT_00442,Painting & Decorating,Боядисване и декориране,Bojenje i dekoriranje,Malování a zdobení,Maling & udsmykning,Schilderen en decoreren,Värvimine ja kaunistamine,Maalaus & Sisustus,Peinture et décoration,Malerarbeiten und Dekoration,Ζωγραφική & Διακόσμηση,Festés és díszítés,Péinteáil & Maisiú,Pittura e decorazione,Krāsošana un dekorēšana,Dažymas ir dekoravimas,Pittura u Dekorazzjoni,Malowanie i dekorowanie,Pintura e Decoração,Pictură și decorare,Maľovanie a zdobenie,Slikarstvo in dekoracija,Pintura y decoración,Måla & dekorera,Boyama ve Dekorasyon,Живопись и декорирование,Малювання та декорування,Maling og dekorering,Maling og dekorering,,,1.0
SUB_000268,CAT_00132,Fire Alarm Systems,Пожароизвестителни системи,Vatrodojavni sustavi,Požární poplachové systémy,Brandalarmsystemer,Brandalarmsystemen,Tulekahjusignalisatsioonisüsteemid,Palohälytysjärjestelmät,Systèmes d'alarme incendie,Brandmeldeanlagen,Συστήματα συναγερμού πυρκαγιάς,Tűzjelző rendszerek,Córais Aláraim Dóiteáin,Sistemi di allarme antincendio,Ugunsgrēka signalizācijas sistēmas,Priešgaisrinės signalizacijos sistemos,Sistemi ta' Allarm tan-Nar,Systemy alarmów przeciwpożarowych,Sistemas de alarme de incêndio,Sisteme de alarmare la incendiu,Požiarne poplachové systémy,Požarni alarmni sistemi,Sistemas de alarma contra incendios,Brandlarmssystem,Yangın Alarm Sistemleri,Системы пожарной сигнализации,Системи пожежної сигналізації,Brannvarslingssystemer,Brannvarslingssystemer,,,0.6829268292682927
