category_id,en,bg,hr,cs,da,nl,et,fi,fr,de,el,hu,ga,it,lv,lt,mt,pl,pt,ro,sk,sl,es,sv,tr,ru,uk,nb,no,icon,section_id,sort_order_category
CAT_00429,Concrete Work & Masonry,Бетонови работи и зидария,Betonski i zidarski radovi,Betonářské práce a zednické práce,Betonarbejde & Murværk,Betonwerk en metselwerk,Betoonitööd ja müüritööd,Betonityöt ja muuraustyöt,Travaux de béton et de maçonnerie,Beton- und Maurerarbeiten,Σκυρόδεμα & Τοιχοποιία,Betonozás és falazás,Obair Choincréite & Saoirseachta,Lavori in calcestruzzo e muratura,Betona darbi un mūrēšana,Betono darbai ir mūrijimas,Xogħol tal-Konkrit u Ġebel,Prace betonowe i murarskie,Trabalhos de concreto e alvenaria,Lucrări de beton și zidărie,Betonárske práce a murivo,Betonska in zidarska dela,Trabajos de hormigón y mampostería,Betongarbeten & Murverk,Beton İşleri ve Duvarcılık,Бетонные работы и кладка,Бетонні роботи та кладка,Betongarbeid & Murverk,Betongarbeid & Murverk,wrench.svg,SEC_0076,30
CAT_00457,Urban Farming,Градско земеделие,Urbana poljoprivreda,Městské zemědělství,Urban Farming,Stedelijke landbouw,Linnapõllumajandus,Kaupunkiviljely,L'agriculture urbaine,Urbane Landwirtschaft,Αστική Γεωργία,Városi gazdálkodás,Feirmeoireacht Uirbeach,Agricoltura urbana,Pilsētas lauksaimniecība,Miesto ūkininkavimas,Biedja Urbana,Rolnictwo miejskie,Agricultura Urbana,Agricultura Urbană,Mestské poľnohospodárstvo,Urbano kmetijstvo,Agricultura urbana,Urban Farming,Kentsel Tarım,Городское фермерство,Міське фермерство,Urban Farming,Urban Farming,wrench.svg,SEC_0080,30
CAT_00460,Sensory Support,Сензорна подкрепа,Senzorna podrška,Smyslová podpora,Sansestøtte,Sensorische ondersteuning,Sensoorne tugi,Sensorinen tuki,Soutien sensoriel,Sensorische Unterstützung,Αισθητηριακή Υποστήριξη,Érzékszervi támogatás,Tacaíocht Céadfach,Supporto sensoriale,Sensorais atbalsts,Sensorinis palaikymas,Appoġġ Sensorjali,Wsparcie sensoryczne,Suporte Sensorial,Suport senzorial,Senzorická podpora,Senzorična podpora,Apoyo sensorial,Sensoriskt stöd,Duyusal Destek,Сенсорная поддержка,Сенсорна підтримка,Sensorisk støtte,Sensorisk støtte,wrench.svg,SEC_0081,30
CAT_00465,Data Analytics,Анализ на данни,Analitika podataka,Analýza dat,Dataanalyse,Data-analyse,Andmeanalüüs,Data Analytics,Analyse des données,Datenanalyse,Αναλύσεις δεδομένων,Adatelemzés,Anailísíocht Sonraí,Analisi dei dati,Datu analīze,Duomenų analizė,Data Analytics,Analityka danych,Análise de dados,Analiza datelor,Analýza údajov,Analitika podatkov,Análisis de datos,Dataanalys,Veri Analitiği,Аналитика данных,Аналітика даних,Dataanalyse,Dataanalyse,wrench.svg,SEC_0083,30
CAT_00470,Property & Casualty,Имущество и злополука,Imovina i nezgode,Majetek a ztráty,Ejendom og ulykke,Schade & Ongevallen,Vara ja õnnetused,Omaisuus ja vahinko,Biens et accidents,Sach- und Unfallversicherung,Περιουσία & Θύματα,Ingatlan és baleset,Maoin & Taismeach,Proprietà e danni,Īpašums un negadījumi,Turtas ir nelaimės,Proprjetà u Diżgrazzja,Majątek i ubezpieczenia od następstw nieszczęśliwych wypadków,Propriedade e Acidentes,Proprietăți și accidente,Nehnuteľnosti a úrazy,Premoženje in nezgode,Propiedad y accidentes,Egendom och olycka,Mülk ve Kaza,Имущество и страхование от несчастных случаев,Майно та нещасні випадки,Eiendom og havari,Eiendom og havari,wrench.svg,SEC_0084,30
CAT_00473,Hardscaping,Озеленяване,Hardscaping,Hardscaping,Hardscaping,Hardscaping,Kõvakujundus,Hardscaping,Aménagement paysager,Landschaftsbau,Hardscape,Hardscaping,Crua-dhreachadh,Paesaggistica dura,Hardscaping,Griežtinimas,Hardscaping,Prace ziemne,Paisagismo rígido,Hardscaping,Hardscaping,Hardscaping,Paisajismo duro,Hardscaping,Sert peyzaj düzenlemesi,Благоустройство территорий,Озеленення,Hardscaping,Hardscaping,wrench.svg,SEC_0085,30
CAT_00483,Court Assistance,Съдебно съдействие,Sudska pomoć,Soudní pomoc,Domstolshjælp,Rechtsbijstand,Kohtuabi,Oikeusapu,Assistance judiciaire,Gerichtshilfe,Δικαστική συνδρομή,Bírósági segítségnyújtás,Cúnamh Cúirte,Assistenza giudiziaria,Tiesas palīdzība,Teismo pagalba,Għajnuna tal-Qorti,Pomoc sądowa,Assistência Judicial,Asistență judiciară,Súdna pomoc,Sodna pomoč,Asistencia judicial,Domstolshjälp,Mahkeme Yardımı,Помощь в суде,Судова допомога,Rettshjelp,Rettshjelp,wrench.svg,SEC_0086,30
CAT_00492,Food & Community,Храна и общност,Hrana i zajednica,Jídlo a komunita,Mad & Fællesskab,Eten & Gemeenschap,Toit ja kogukond,Ruoka & yhteisö,Alimentation et communauté,Essen & Gemeinschaft,Τρόφιμα & Κοινότητα,Élelmiszer és közösség,Bia & Pobal,Cibo e comunità,Pārtika un kopiena,Maistas ir bendruomenė,Ikel u Komunità,Jedzenie i społeczność,Comida e Comunidade,Mâncare și comunitate,Jedlo a komunita,Hrana in skupnost,Comida y comunidad,Mat & Gemenskap,Yiyecek ve Topluluk,Еда и общество,Їжа та спільнота,Mat og fellesskap,Mat og fellesskap,wrench.svg,SEC_0088,30
CAT_00495,Warehousing & Distribution,Складиране и дистрибуция,Skladištenje i distribucija,Skladování a distribuce,Lager & Distribution,Opslag en distributie,Ladustamine ja turustamine,Varastointi ja jakelu,Entreposage et distribution,Lagerung und Vertrieb,Αποθήκευση & Διανομή,Raktározás és elosztás,Trádstóráil & Dáileadh,Magazzinaggio e distribuzione,Noliktavas un izplatīšana,Sandėliavimas ir paskirstymas,Magazzinaġġ u Distribuzzjoni,Magazynowanie i dystrybucja,Armazenagem e Distribuição,Depozitare și distribuție,Skladovanie a distribúcia,Skladiščenje in distribucija,Almacenamiento y distribución,Lager & Distribution,Depolama ve Dağıtım,Складирование и дистрибуция,Складування та дистрибуція,Lager og distribusjon,Lager og distribusjon,wrench.svg,SEC_0089,30
CAT_00508,Personal Styling,Личен стайлинг,Osobni stil,Osobní styling,Personlig styling,Persoonlijke styling,Isiklik stiil,Henkilökohtainen tyyli,Style personnel,Persönliches Styling,Προσωπικό Styling,Személyes stílus,Stíleáil Phearsanta,Stile personale,Personīgais stils,Asmeninis stilius,Styling Personali,Stylizacja osobista,Estilo Pessoal,Styling personal,Osobný styling,Osebni stil,Estilo personal,Personlig styling,Kişisel Stil Danışmanlığı,Персональный стиль,Персональний стиль,Personlig styling,Personlig styling,wrench.svg,SEC_0091,30
CAT_00511,Prototype Development,Разработка на прототип,Razvoj prototipa,Vývoj prototypu,Udvikling af prototype,Prototype-ontwikkeling,Prototüübi arendamine,Prototyyppien kehittäminen,Développement de prototypes,Prototypenentwicklung,Ανάπτυξη πρωτοτύπων,Prototípus fejlesztés,Forbairt Fréamhshamhail,Sviluppo del prototipo,Prototipa izstrāde,Prototipo kūrimas,Żvilupp tal-Prototip,Rozwój prototypów,Desenvolvimento de protótipo,Dezvoltarea prototipului,Vývoj prototypu,Razvoj prototipa,Desarrollo de prototipos,Prototyputveckling,Prototip Geliştirme,Разработка прототипа,Розробка прототипу,Prototypeutvikling,Prototypeutvikling,wrench.svg,SEC_0092,30
CAT_00515,Process Manufacturing,Процесно производство,Procesna proizvodnja,Procesní výroba,Procesfremstilling,Procesfabricage,Protsessi tootmine,Prosessivalmistus,Fabrication de processus,Prozessfertigung,Κατασκευή Διαδικασιών,Folyamatos gyártás,Déantúsaíocht Próisis,Processo di produzione,Procesu ražošana,Proceso gamyba,Manifattura tal-Proċess,Produkcja procesowa,Fabricação de Processos,Proces de fabricație,Procesná výroba,Procesna proizvodnja,Fabricación de procesos,Processtillverkning,Proses Üretimi,Перерабатывающая промышленность,Процес виробництва,Prosessproduksjon,Prosessproduksjon,wrench.svg,SEC_0093,30
CAT_00518,Survey,Проучване,Anketa,Přehled,Kortlægge,Vragenlijst,Küsitlus,Kysely,Enquête,Umfrage,Επισκόπηση,Felmérés,Suirbhé,Sondaggio,Aptauja,Apklausa,Stħarriġ,Ankieta,Enquete,Studiu,Prieskum,Anketa,Encuesta,Undersökning,Anket,Опрос,Опитування,Undersøkelse,Undersøkelse,wrench.svg,SEC_0094,30
CAT_00521,Shipping Lines,Корабни линии,Brodske linije,Přepravní linky,Forsendelseslinjer,Rederijen,Laevaliinid,Shipping Lines,Lignes maritimes,Reedereien,Ναυτιλιακές Γραμμές,Szállítási vonalak,Línte Loingseoireachta,Compagnie di navigazione,Kuģniecības līnijas,Laivybos linijos,Linji tat-Tbaħħir,Linie żeglugowe,Linhas de Navegação,Linii de transport maritim,Prepravné linky,Ladijske linije,Líneas navieras,Fraktlinjer,Nakliye Hatları,Судоходные линии,Судноплавні лінії,Fraktlinjer,Fraktlinjer,wrench.svg,SEC_0095,30
CAT_00527,Processing,Обработка,Obrada,Zpracování,Forarbejdning,Verwerking,Töötlemine,Käsittely,Traitement,Verarbeitung,Επεξεργασία,Feldolgozás,Próiseáil,Elaborazione,Apstrāde,Apdorojimas,Ipproċessar,Przetwarzanie,Processamento,Prelucrare,Spracovanie,Obdelava,Tratamiento,Bearbetning,İşleme,Обработка,Обробка,Behandling,Behandling,wrench.svg,SEC_0098,30
CAT_00530,Delivery Services,Услуги за доставка,Usluge dostave,Doručovací služby,Leveringstjenester,Bezorgdiensten,Kohaletoimetamise teenused,Toimituspalvelut,Services de livraison,Lieferservice,Υπηρεσίες Παράδοσης,Szállítási szolgáltatások,Seirbhísí Seachadta,Servizi di consegna,Piegādes pakalpojumi,Pristatymo paslaugos,Servizzi ta' Kunsinna,Usługi dostawcze,Serviços de entrega,Servicii de livrare,Doručovacie služby,Dostavne storitve,Servicios de entrega,Leveranstjänster,Teslimat Hizmetleri,Службы доставки,Служби доставки,Leveringstjenester,Leveringstjenester,wrench.svg,SEC_0099,30
CAT_00546,Humanitarian Aid,Хуманитарна помощ,Humanitarna pomoć,Humanitární pomoc,Humanitær bistand,Humanitaire hulp,Humanitaarabi,Humanitaarinen apu,Aide humanitaire,Humanitäre Hilfe,Ανθρωπιστική Βοήθεια,Humanitárius segítségnyújtás,Cúnamh Daonnúil,Aiuti umanitari,Humānā palīdzība,Humanitarinė pagalba,Għajnuna Umanitarja,Pomoc humanitarna,Ajuda Humanitária,Ajutor Umanitar,Humanitárna pomoc,Humanitarna pomoč,Ayuda humanitaria,Humanitärt bistånd,İnsani Yardım,Гуманитарная помощь,Гуманітарна допомога,Humanitær hjelp,Humanitær hjelp,wrench.svg,SEC_0100,30
CAT_00549,Upstream,Нагоре по течението,Uzvodno,Proti proudu,Opstrøms,Stroomopwaarts,Ülesvoolu,Vastavirtaan,En amont,Stromaufwärts,Αντίθετα στο ρεύμα,Upstream,In aghaidh srutha,A monte,Augštecē,Prieš srovę,Upstream,Pod prąd,Rio acima,în amonte,Proti prúdu,Gorvodno,Río arriba,Uppströms,Yukarı akış,Апстрим,Вгору за течією,Oppstrøms,Oppstrøms,wrench.svg,SEC_0101,30
CAT_00552,Other (Let users describe),Друго (нека потребителите опишат),Ostalo (neka korisnici opišu),Jiné (nechte uživatele popsat),Andet (Lad brugerne beskrive),Anders (Laat gebruikers beschrijven),Muu (laskke kasutajatel kirjeldada),Muu (Anna käyttäjien kuvailla),Autre (Laissez les utilisateurs décrire),Sonstiges (Benutzer beschreiben lassen),Άλλο (Να επιτρέπεται στους χρήστες να περιγράφουν),Egyéb (a felhasználók leírják),Eile (Lig d'úsáideoirí cur síos a dhéanamh),Altro (consenti agli utenti di descrivere),Cits (Ļaujiet lietotājiem aprakstīt),Kita (leisti naudotojams aprašyti),Oħrajn (Ħalli l-utenti jiddeskrivu),Inne (pozwól użytkownikom opisać),Outro (Deixe os usuários descreverem),Altele (Lăsați utilizatorii să descrie),Iné (Nechajte používateľov popísať),Drugo (Naj uporabniki opišejo),Otro (Permitir que los usuarios describan),Annat (låt användarna beskriva),Diğer (Kullanıcıların tanımlamasına izin verin),Другое (пусть пользователи опишут),Інше (нехай описують користувачі),Annet (la brukere beskrive),Annet (la brukere beskrive),wrench.svg,SEC_0102,30
CAT_00558,Astrology & Tarot,Астрология и Таро,Astrologija & Tarot,Astrologie a tarot,Astrologi og tarot,Astrologie & Tarot,Astroloogia ja tarot,Astrologia & Tarot,Astrologie et Tarot,Astrologie & Tarot,Αστρολογία & Ταρώ,Asztrológia és tarot,Astrology agus Tarot,Astrologia e Tarocchi,Astroloģija un Taro,Astrologija ir Taro,Astroloġija u Tarot,Astrologia i Tarot,Astrologia e Tarô,Astrologie și Tarot,Astrológia a tarot,Astrologija & tarot,Astrología y Tarot,Astrologi & Tarot,Astroloji ve Tarot,Астрология и Таро,Астрологія і Таро,Astrologi og tarot,Astrologi og tarot,wrench.svg,SEC_0103,30
CAT_00593,Coaching & Wellness,Коучинг и уелнес,Treniranje i wellness,Koučování a wellness,Coaching & Wellness,Coaching & Welzijn,Coaching & Wellness,Valmennus ja hyvinvointi,Coaching et bien-être,Coaching & Wellness,Coaching & Wellness,Coaching és Wellness,Traenáil & Folláine,Coaching e benessere,Koučings un labsajūta,Koučingas ir sveikata,Coaching u Benessri,Coaching i dobre samopoczucie,Coaching e Bem-Estar,Coaching & Wellness,Koučing a wellness,Coaching & Wellness,Coaching y bienestar,Coaching & Friskvård,Koçluk ve Sağlık,Коучинг и оздоровление,Тренування та оздоровлення,Coaching og velvære,Coaching og velvære,skin.svg,SEC_0106,30
CAT_00607,Mobile Pet Care,Мобилна грижа за домашни любимци,Mobilna njega kućnih ljubimaca,Mobilní péče o domácí mazlíčky,Mobil kæledyrspleje,Mobiele huisdierenzorg,Mobiilne lemmikloomahooldus,Mobiili lemmikkien hoito,Soins mobiles pour animaux de compagnie,Mobile Tierbetreuung,Κινητή φροντίδα κατοικίδιων ζώων,Mobile Pet Care,Cúram Peataí Soghluaiste,Assistenza mobile per animali domestici,Mobilā mājdzīvnieku aprūpe,Mobili naminių gyvūnėlių priežiūra,Kura tal-Annimali Mobbli,Mobilna opieka nad zwierzętami,Cuidados com animais de estimação móveis,Îngrijire mobilă pentru animale de companie,Mobilná starostlivosť o domáce zvieratá,Mobilna nega hišnih ljubljenčkov,Cuidado móvil de mascotas,Mobil husdjursvård,Mobil Evcil Hayvan Bakımı,Мобильный уход за домашними животными,Мобільний догляд за домашніми тваринами,Mobil kjæledyrpleie,Mobil kjæledyrpleie,wrench.svg,SEC_0107,30
CAT_00614,Emergency Care,Спешна помощ,Hitna pomoć,Pohotovostní péče,Akut pleje,Spoedeisende hulp,Hädaabi,Ensihoito,Soins d'urgence,Notfallversorgung,Επείγουσα Φροντίδα,Sürgősségi ellátás,Cúram Práinne,Cure di emergenza,Neatliekamā palīdzība,Skubi pagalba,Kura ta' Emerġenza,Opieka doraźna,Atendimento de Emergência,Asistență de urgență,Núdzová starostlivosť,Nujna oskrba,Atención de emergencia,Akutvård,Acil Bakım,Неотложная помощь,Невідкладна допомога,Akuttomsorg,Akuttomsorg,wrench.svg,SEC_0108,30
CAT_00620,Language Services,Езикови услуги,Jezične usluge,Jazykové služby,Sprogtjenester,Taaldiensten,Keeleteenused,Kielipalvelut,Services linguistiques,Sprachdienstleistungen,Γλωσσικές Υπηρεσίες,Nyelvi szolgáltatások,Seirbhísí Teanga,Servizi linguistici,Valodu pakalpojumi,Kalbos paslaugos,Servizzi Lingwistiċi,Usługi językowe,Serviços de Idiomas,Servicii lingvistice,Jazykové služby,Jezikovne storitve,Servicios de idiomas,Språktjänster,Dil Hizmetleri,Лингвистические услуги,Мовні послуги,Språktjenester,Språktjenester,wrench.svg,SEC_0110,30
